chr	start	end	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band.	CpGi	DM.island.	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir	norm.700.reads.min	norm.700.reads.25q	norm.700.reads.med	norm.700.reads.75q	norm.700.reads.max	tumor.700.reads.min	tumor.700.reads.25q	tumor.700.reads.med	tumor.700.reads.75q	tumor.700.reads.max
chr14	101923001	101923100	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q32.31	FALSE	NA	NA	MIR1247	102026759	-	103658	NA	NA	NA	0	4	11	17	65	0	25	40.5	63.5	273
chr14	101923101	101923200	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q32.31	FALSE	NA	NA	MIR1247	102026759	-	103558	NA	NA	NA	0	3	9	14	66	0	22	39	61.25	293
chr14	101923201	101923300	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q32.31	FALSE	NA	NA	MIR1247	102026759	-	103458	NA	NA	NA	0	3	6	13	57	0	26.75	43	62.75	348
chr14	101923301	101923400	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q32.31	FALSE	NA	NA	MIR1247	102026759	-	103358	NA	NA	NA	0	3	8	14	38	0	27	42.5	64.75	347
chr15	33010501	33010600	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q13.3	FALSE	CpG: 209.chr15.33009530	TRUE	GREM1	33010205	+	295	GREM1	33010205	+	0	1	3	8	36	0	10.25	20.5	48.25	256
chr15	33010601	33010700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q13.3	FALSE	CpG: 209.chr15.33009530	TRUE	GREM1	33010205	+	395	GREM1	33010205	+	0	1	3	10	49	0	9.75	23.5	55.5	234
chr15	33010701	33010800	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q13.3	FALSE	CpG: 209.chr15.33009530	TRUE	GREM1	33010205	+	495	GREM1	33010205	+	0	1	4	9	36	0	10	24.5	44.75	199
chr15	33010801	33010900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q13.3	FALSE	CpG: 209.chr15.33009530	TRUE	GREM1	33010205	+	595	GREM1	33010205	+	0	1	4	11	35	0	10	22.5	40	187
chr15	37388801	37388900	1.12218101162988e-09	0.88	0.16	35.4115684274262	8.47541001348151	195.009174387575	q14	FALSE	NA	NA	MEIS2	37393500	-	4599	MEIS2	37393500	-	0	6	12	18	37	0	30.25	41.5	69.5	230
chr15	37388901	37389000	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q14	FALSE	NA	NA	MEIS2	37393500	-	4499	MEIS2	37393500	-	0	4	6	13	21	0	24.75	34.5	58.5	170
chr15	37389001	37389100	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q14	FALSE	NA	NA	MEIS2	37393500	-	4399	MEIS2	37393500	-	0	3	6	10	37	0	21.25	31.5	55	116
chr15	37389301	37389400	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q14	FALSE	NA	NA	MEIS2	37393500	-	4099	MEIS2	37393500	-	0	2	4	8	34	0	20.25	29	63.25	173
chr15	37389401	37389500	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q14	FALSE	NA	NA	MEIS2	37393500	-	3999	MEIS2	37393500	-	0	1	3	7	34	0	16.25	26	51.75	159
chr15	37389501	37389600	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q14	FALSE	NA	NA	MEIS2	37393500	-	3899	MEIS2	37393500	-	0	1	3	6	34	0	17	28.5	50.25	159
chr15	37389601	37389700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q14	FALSE	NA	NA	MEIS2	37393500	-	3799	MEIS2	37393500	-	0	1	3	7	34	0	18.25	28.5	55.75	176
chr15	45408601	45408700	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q21.1	FALSE	CpG: 77.chr15.45408573	TRUE	DUOXA2	45406523	+	2077	DUOXA2, DUOX2	45406523, 45406359	+, -	0	4	5	13	38	0	22.75	42	63.25	234
chr15	45408701	45408800	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q21.1	FALSE	CpG: 77.chr15.45408573	TRUE	DUOXA2	45406523	+	2177	DUOXA2, DUOX2	45406523, 45406359	+, -	0	3	5	10	41	0	20	44.5	59.5	230
chr15	45408801	45408900	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q21.1	FALSE	CpG: 77.chr15.45408573	TRUE	DUOXA2	45406523	+	2277	DUOXA2, DUOX2	45406523, 45406359	+, -	0	3	5	9	37	0	13	35	55.75	175
chr15	45408901	45409000	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q21.1	FALSE	CpG: 77.chr15.45408573	TRUE	DUOXA2	45406523	+	2377	DUOXA2, DUOX2	45406523, 45406359	+, -	0	2	4	10	37	0	13	34.5	56.75	166
chr15	45996401	45996500	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q21.1	FALSE	NA	NA	SQRDL	45923346	+	73054	NA	NA	NA	1	4	7	11	56	0	15	27.5	52.5	151
chr15	45996501	45996600	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q21.1	FALSE	CpG: 25.chr15.45996453	TRUE	SQRDL	45923346	+	73154	NA	NA	NA	1	4	6	11	56	3	16.25	28	52.75	151
chr15	45996601	45996700	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q21.1	FALSE	CpG: 25.chr15.45996453	TRUE	SQRDL	45923346	+	73254	NA	NA	NA	0	4	7	11	47	3	17	28	58.25	152
chr15	45996701	45996800	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q21.1	FALSE	NA	NA	SQRDL	45923346	+	73354	NA	NA	NA	0	4	7	11	22	3	16.25	28	59	153
chr15	45996801	45996900	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q21.1	FALSE	NA	NA	SQRDL	45923346	+	73454	NA	NA	NA	0	3	6	9	22	3	16.25	24.5	54	148
chr15	53080301	53080400	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q21.3	FALSE	NA	NA	ONECUT1	53082209	-	1808	ONECUT1	53082209	-	0	3	6	9	16	0	21.25	37	47.25	238
chr15	53080401	53080500	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	NA	NA	ONECUT1	53082209	-	1708	ONECUT1	53082209	-	0	2	6	8	15	0	18.5	33	48.25	217
chr15	53080501	53080600	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	CpG: 248.chr15.53080458	TRUE	ONECUT1	53082209	-	1608	ONECUT1	53082209	-	0	2	4	7	14	0	16.25	32	44.5	200
chr15	53080601	53080700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	CpG: 248.chr15.53080458	TRUE	ONECUT1	53082209	-	1508	ONECUT1	53082209	-	0	2	4	8	18	0	20.25	32	44	205
chr15	53080701	53080800	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	CpG: 248.chr15.53080458	TRUE	ONECUT1	53082209	-	1408	ONECUT1	53082209	-	0	2	4	8	21	0	19	32.5	48.5	202
chr15	53083401	53083500	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q21.3	FALSE	CpG: 248.chr15.53080458	TRUE	ONECUT1	53082209	-	-1191	ONECUT1	53082209	-	0	2	5	9	74	1	14	27.5	39.25	166
chr15	53083501	53083600	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q21.3	FALSE	CpG: 248.chr15.53080458	TRUE	ONECUT1	53082209	-	-1291	ONECUT1	53082209	-	0	2	5	10	83	2	18.25	28.5	39.5	168
chr15	53083601	53083700	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q21.3	FALSE	NA	NA	ONECUT1	53082209	-	-1391	ONECUT1	53082209	-	0	2	7	11	83	2	18.25	28	38.5	155
chr15	53083701	53083800	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q21.3	FALSE	NA	NA	ONECUT1	53082209	-	-1491	ONECUT1	53082209	-	1	1	7	11	83	1	17	28	37	148
chr15	53083801	53083900	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q21.3	FALSE	NA	NA	ONECUT1	53082209	-	-1591	ONECUT1	53082209	-	1	1	7	12	60	0	14.5	26	37	137
chr15	65197701	65197800	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q22.31	FALSE	NA	NA	ANKDD1A	65204101	+	-6300	ANKDD1A	65204101	+	0	4	8	11	22	4	18.5	37	49	164
chr15	68112301	68112400	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23	FALSE	NA	NA	SKOR1	68112042	+	258	SKOR1	68112042	+	0	2	6	10	29	1	18.25	32	58	172
chr15	68112401	68112500	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q23	FALSE	NA	NA	SKOR1	68112042	+	358	SKOR1	68112042	+	0	3	7	10	33	1	21.25	39	66.75	172
chr15	68112501	68112600	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	q23	FALSE	NA	NA	SKOR1	68112042	+	458	SKOR1	68112042	+	0	3	7	10	25	4	24	38.5	67	165
chr15	68112601	68112700	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	q23	FALSE	NA	NA	SKOR1	68112042	+	558	SKOR1	68112042	+	0	3	8	10	24	4	24	40	63.5	147
chr15	68112701	68112800	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	q23	FALSE	NA	NA	SKOR1	68112042	+	658	SKOR1	68112042	+	0	4	8	12	24	4	25	46	71.25	190
chr15	68112801	68112900	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	q23	FALSE	NA	NA	SKOR1	68112042	+	758	SKOR1	68112042	+	0	4	8	12	24	2	24.25	42	65	209
chr15	68112901	68113000	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q23	FALSE	NA	NA	SKOR1	68112042	+	858	SKOR1	68112042	+	0	5	7	11	22	2	20.75	40	60.75	172
chr15	68113001	68113100	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q23	FALSE	NA	NA	SKOR1	68112042	+	958	SKOR1	68112042	+	0	4	6	8	24	2	15.25	26.5	41.25	137
chr15	75251201	75251300	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q24.2	FALSE	NA	NA	RPP25	75249775	-	-1425	RPP25	75249775	-	0	1	3	7	18	0	14	30	44.75	205
chr15	75251301	75251400	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q24.2	FALSE	NA	NA	RPP25	75249775	-	-1525	RPP25	75249775	-	0	1	3	6	19	0	15.75	37	52.75	228
chr15	75251401	75251500	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q24.2	FALSE	NA	NA	RPP25	75249775	-	-1625	RPP25	75249775	-	0	1	2	7	19	0	16.5	38.5	58.75	263
chr15	75251501	75251600	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q24.2	FALSE	CpG: 28.chr15.75251467	TRUE	RPP25	75249775	-	-1725	RPP25	75249775	-	0	1	4	11	23	0	24.5	41	69	309
chr15	75251601	75251700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q24.2	FALSE	CpG: 28.chr15.75251467	TRUE	RPP25	75249775	-	-1825	RPP25	75249775	-	0	1	4	10	29	0	19	41	70.5	260
chr15	75251701	75251800	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q24.2	FALSE	NA	NA	RPP25	75249775	-	-1925	RPP25	75249775	-	0	0	3	8	26	0	14	32.5	59.75	217
chr15	84748601	84748700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q25.2	FALSE	CpG: 65.chr15.84748593	TRUE	EFTUD1P1	84748939	+	-238	EFTUD1P1	84748939	+	0	1	3	5	23	0	12.75	26.5	44.75	181
chr15	84748701	84748800	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q25.2	FALSE	CpG: 65.chr15.84748593	TRUE	EFTUD1P1	84748939	+	-138	EFTUD1P1	84748939	+	0	1	3	5	23	0	17.25	28.5	49.25	193
chr15	84748801	84748900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q25.2	FALSE	CpG: 65.chr15.84748593	TRUE	EFTUD1P1	84748939	+	-38	EFTUD1P1	84748939	+	0	1	3	5	23	0	19	33	53	220
chr15	89914201	89914300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q26.1	FALSE	NA	NA	LINC00925	89911330	+	2870	LINC00925, MIR9-3	89911330, 89911248	+, +	0	1	2	3	9	6	13	22	29	76
chr15	89914301	89914400	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q26.1	FALSE	NA	NA	LINC00925	89911330	+	2970	LINC00925, MIR9-3	89911330, 89911248	+, +	0	1	2	4	9	2	16	29.5	42	126
chr15	89914401	89914500	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q26.1	FALSE	CpG: 79.chr15.89914363	TRUE	LINC00925	89911330	+	3070	LINC00925, MIR9-3	89911330, 89911248	+, +	0	1	2	5	9	2	15.5	35.5	48.75	153
chr15	89914501	89914600	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q26.1	FALSE	CpG: 79.chr15.89914363	TRUE	LINC00925	89911330	+	3170	LINC00925, MIR9-3	89911330, 89911248	+, +	0	1	2	5	11	2	15.25	36	50.5	151
chr15	89914601	89914700	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q26.1	FALSE	CpG: 79.chr15.89914363	TRUE	LINC00925	89911330	+	3270	LINC00925, MIR9-3	89911330, 89911248	+, +	0	1	2	5	11	2	14.25	37	52.25	188
chr15	89949301	89949400	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q26.1	FALSE	NA	NA	LINC00925	89911330	+	37970	NA	NA	NA	0	1	2	6	14	4	13	25	44	120
chr15	89949401	89949500	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q26.1	FALSE	CpG: 124.chr15.89949373	TRUE	LINC00925	89911330	+	38070	NA	NA	NA	0	2	3	5	30	3	17	29	47	152
chr15	89949501	89949600	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q26.1	FALSE	CpG: 124.chr15.89949373	TRUE	LINC00925	89911330	+	38170	NA	NA	NA	0	2	3	7	30	3	20.25	37	57.25	160
chr15	89949601	89949700	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q26.1	FALSE	CpG: 124.chr15.89949373	TRUE	LINC00925	89911330	+	38270	NA	NA	NA	0	2	4	7	30	3	22.5	41.5	60.75	186
chr15	89949701	89949800	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q26.1	FALSE	CpG: 124.chr15.89949373	TRUE	LINC00925	89911330	+	38370	NA	NA	NA	0	2	4	7	28	2	26	43.5	65.75	172
chr15	89949801	89949900	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q26.1	FALSE	CpG: 124.chr15.89949373	TRUE	LINC00925	89911330	+	38470	NA	NA	NA	0	2	3	8	25	0	22	37.5	58	158
chr15	89949901	89950000	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q26.1	FALSE	CpG: 124.chr15.89949373	TRUE	LINC00925	89911330	+	38570	NA	NA	NA	0	2	4	7	23	0	18.5	29	49	149
chr15	89950301	89950400	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q26.1	FALSE	CpG: 124.chr15.89949373	TRUE	LINC00925	89911330	+	38970	NA	NA	NA	0	1	2	3	15	0	12.25	20	36.75	120
chr15	89952101	89952200	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q26.1	FALSE	NA	NA	LINC00925	89911330	+	40770	NA	NA	NA	0	1	2	4	10	0	21.25	32.5	54.25	242
chr15	89952201	89952300	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q26.1	FALSE	NA	NA	LINC00925	89911330	+	40870	NA	NA	NA	0	1	2	5	10	3	24	34.5	58	257
chr15	89952301	89952400	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q26.1	FALSE	CpG: 58.chr15.89952271	TRUE	LINC00925	89911330	+	40970	NA	NA	NA	0	1	2	5	45	3	25.75	41	63	269
chr15	89952401	89952500	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q26.1	FALSE	CpG: 58.chr15.89952271	TRUE	LINC00925	89911330	+	41070	NA	NA	NA	0	1	2	6	35	5	29	43.5	66	274
chr15	89952501	89952600	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q26.1	FALSE	CpG: 58.chr15.89952271	TRUE	LINC00925	89911330	+	41170	NA	NA	NA	0	1	3	12	35	5	29.25	54	81.75	341
chr15	89952601	89952700	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q26.1	FALSE	CpG: 58.chr15.89952271	TRUE	LINC00925	89911330	+	41270	NA	NA	NA	0	1	3	11	36	5	30.25	57.5	85.5	346
chr15	89952701	89952800	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	q26.1	FALSE	CpG: 58.chr15.89952271	TRUE	LINC00925	89911330	+	41370	NA	NA	NA	0	1	3	10	36	5	27.25	48.5	77	256
chr15	89952801	89952900	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	q26.1	FALSE	CpG: 58.chr15.89952271	TRUE	LINC00925	89911330	+	41470	NA	NA	NA	0	2	4	10	37	11	24.5	43.5	65	201
chr15	89952901	89953000	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q26.1	FALSE	CpG: 58.chr15.89952271	TRUE	LINC00925	89911330	+	41570	NA	NA	NA	0	3	7	10	48	8	24.25	42	67.5	179
chr15	89953001	89953100	2.64014823659888e-13	0.84	0	Inf	24.497143179789	Inf	q26.1	FALSE	NA	NA	LINC00925	89911330	+	41670	NA	NA	NA	0	3	6	10	26	8	21	37.5	62	168
chr15	89953101	89953200	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q26.1	FALSE	NA	NA	LINC00925	89911330	+	41770	NA	NA	NA	0	3	6	11	17	8	22.5	32.5	55	171
chr15	96886301	96886400	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q26.2	FALSE	NA	NA	MIR1469	96876490	+	9810	NA	NA	NA	1	5	8	14	32	0	18.25	29	39.5	165
chr16	3220901	3221000	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p13.3	FALSE	CpG: 63.chr16.3220438	TRUE	OR1F1	3254247	+	-33246	NA	NA	NA	0	0	2	3	5	0	17	27.5	57	157
chr16	3221001	3221100	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p13.3	FALSE	CpG: 63.chr16.3220438	TRUE	OR1F1	3254247	+	-33146	NA	NA	NA	0	0	1	3	5	0	17.25	28.5	53.25	153
chr16	3221101	3221200	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p13.3	FALSE	CpG: 63.chr16.3220438	TRUE	OR1F1	3254247	+	-33046	NA	NA	NA	0	0	1	3	9	0	18.25	29	52.75	163
chr16	3221201	3221300	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p13.3	FALSE	CpG: 63.chr16.3220438	TRUE	OR1F1	3254247	+	-32946	NA	NA	NA	0	0	0	3	8	0	19.25	28	48.75	174
chr16	3221301	3221400	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p13.3	FALSE	NA	NA	OR1F1	3254247	+	-32846	NA	NA	NA	0	0	1	3	8	0	22	26	44.75	174
chr16	3233801	3233900	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p13.3	FALSE	CpG: 97.chr16.3232835	TRUE	OR1F1	3254247	+	-20346	NA	NA	NA	0	0	4	15	54	3	18	37	50.75	284
chr16	3233901	3234000	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	p13.3	FALSE	CpG: 97.chr16.3232835	TRUE	OR1F1	3254247	+	-20246	NA	NA	NA	0	3	6	25	143	1	26	48	72.75	357
chr16	6068901	6069000	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p13.3	FALSE	NA	NA	RBFOX1	6069132	+	-131	RBFOX1	6069132	+	0	1	2	6	23	1	12	20	32.75	90
chr16	6069001	6069100	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p13.3	FALSE	CpG: 135.chr16.6068914	TRUE	RBFOX1	6069132	+	-31	RBFOX1	6069132	+	0	0	2	7	25	1	14	20	35.5	117
chr16	6069101	6069200	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p13.3	FALSE	CpG: 135.chr16.6068914	TRUE	RBFOX1	6069132	+	0	RBFOX1	6069132	+	0	0	3	8	25	1	15	22	36.25	123
chr16	6069201	6069300	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p13.3	FALSE	CpG: 135.chr16.6068914	TRUE	RBFOX1	6069132	+	68	RBFOX1	6069132	+	0	1	2	8	25	1	14.25	24.5	39	141
chr16	6533701	6533800	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p13.3	FALSE	CpG: 85.chr16.6533019	TRUE	RBFOX1	6069132	+	464568	NA	NA	NA	0	2	5	12	39	0	17.25	26	43	167
chr16	22824701	22824800	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p12.2	FALSE	CpG: 187.chr16.22824616	TRUE	HS3ST2	22825860	+	-1059	HS3ST2	22825860	+	0	2	6	13	41	0	15.5	30	54.75	204
chr16	22824801	22824900	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	p12.2	FALSE	CpG: 187.chr16.22824616	TRUE	HS3ST2	22825860	+	-959	HS3ST2	22825860	+	0	3	7	13	42	0	17.5	35.5	66	304
chr16	22824901	22825000	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	p12.2	FALSE	CpG: 187.chr16.22824616	TRUE	HS3ST2	22825860	+	-859	HS3ST2	22825860	+	0	2	7	13	44	0	20.25	36	69.25	316
chr16	22825001	22825100	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	p12.2	FALSE	CpG: 187.chr16.22824616	TRUE	HS3ST2	22825860	+	-759	HS3ST2	22825860	+	0	2	8	13	45	0	21	39	68.75	320
chr16	22825101	22825200	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p12.2	FALSE	CpG: 187.chr16.22824616	TRUE	HS3ST2	22825860	+	-659	HS3ST2	22825860	+	0	2	6	14	45	0	20	43	71.75	334
chr16	27249101	27249200	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p12.1	FALSE	NA	NA	FLJ21408	27279526	+	-30325	NA	NA	NA	0	4	7	9	41	0	19.5	28.5	43.75	129
chr16	27249201	27249300	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p12.1	FALSE	NA	NA	FLJ21408	27279526	+	-30225	NA	NA	NA	0	4	7	9	56	0	18.25	27	44	129
chr16	27249301	27249400	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p12.1	FALSE	NA	NA	FLJ21408	27279526	+	-30125	NA	NA	NA	0	4	7	9	56	0	17.25	26.5	43.75	130
chr16	27249401	27249500	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p12.1	FALSE	NA	NA	FLJ21408	27279526	+	-30025	NA	NA	NA	0	4	7	10	30	0	17	26.5	42.5	130
chr16	49311601	49311700	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q12.1	FALSE	CpG: 61.chr16.49311413	TRUE	CBLN1	49315742	-	4041	CBLN1	49315742	-	0	2	7	15	45	2	18.5	39	66.75	297
chr16	49311701	49311800	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	q12.1	FALSE	CpG: 61.chr16.49311413	TRUE	CBLN1	49315742	-	3941	CBLN1	49315742	-	1	3	8	18	54	2	22.5	40	72.75	346
chr16	49311801	49311900	3.79115835744395e-13	0.92	0.08	113.402954996168	19.1274991067961	1342.23063421038	q12.1	FALSE	CpG: 61.chr16.49311413	TRUE	CBLN1	49315742	-	3841	CBLN1	49315742	-	1	4	11	19	54	2	24.5	47	80.5	382
chr16	49311901	49312000	3.79115835744395e-13	0.92	0.08	113.402954996168	19.1274991067961	1342.23063421038	q12.1	FALSE	CpG: 61.chr16.49311413	TRUE	CBLN1	49315742	-	3741	CBLN1	49315742	-	0	3	10	18	55	2	23.25	43	75.75	368
chr16	49312001	49312100	3.79115835744395e-13	0.92	0.08	113.402954996168	19.1274991067961	1342.23063421038	q12.1	FALSE	CpG: 61.chr16.49311413	TRUE	CBLN1	49315742	-	3641	CBLN1	49315742	-	1	4	7	18	43	2	26	42	80	337
chr16	49312101	49312200	3.79115835744395e-13	0.92	0.08	113.402954996168	19.1274991067961	1342.23063421038	q12.1	FALSE	CpG: 61.chr16.49311413	TRUE	CBLN1	49315742	-	3541	CBLN1	49315742	-	1	4	8	17	43	2	25.25	45	80.5	352
chr16	49312201	49312300	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q12.1	FALSE	CpG: 61.chr16.49311413	TRUE	CBLN1	49315742	-	3441	CBLN1	49315742	-	0	4	8	14	32	2	26.25	45	79.75	363
chr16	49312301	49312400	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q12.1	FALSE	NA	NA	CBLN1	49315742	-	3341	CBLN1	49315742	-	0	2	7	13	29	0	22	34	66.25	318
chr16	51187301	51187400	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q12.1	FALSE	CpG: 366.chr16.51183699	TRUE	SALL1	51185183	-	-2117	SALL1	51185183	-	0	5	7	10	62	2	22.75	32.5	48.75	256
chr16	51187401	51187500	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q12.1	FALSE	CpG: 366.chr16.51183699	TRUE	SALL1	51185183	-	-2217	SALL1	51185183	-	0	5	7	12	62	3	22.25	33	56.25	245
chr16	54322201	54322300	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q12.2	FALSE	CpG: 490.chr16.54317821	TRUE	IRX3	54320378	-	-1822	IRX3	54320378	-	0	2	5	10	40	4	17.5	29	49.25	113
chr16	54322301	54322400	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q12.2	FALSE	CpG: 490.chr16.54317821	TRUE	IRX3	54320378	-	-1922	IRX3	54320378	-	0	2	5	11	44	4	25.5	34	62.5	166
chr16	54322401	54322500	1.40007861031758e-14	0.88	0	Inf	32.0071259874135	Inf	q12.2	FALSE	CpG: 490.chr16.54317821	TRUE	IRX3	54320378	-	-2022	IRX3	54320378	-	0	3	7	12	47	4	28.25	36.5	65.25	177
chr16	54322501	54322600	6.22949326058992e-17	0.94	0	Inf	54.5880567219852	Inf	q12.2	FALSE	CpG: 490.chr16.54317821	TRUE	IRX3	54320378	-	-2122	IRX3	54320378	-	1	4	9	12	50	0	30.5	37.5	67.75	172
